SMILES,ID
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CCCCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,3064
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CCCCCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,3065
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,3066
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CCCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,3067
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CCCCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,3068
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CCCCCCC(=O)Nc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,3069
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(C(=O)CSc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)CC2)n1,3084
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCSc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)CC2)n1,3085
COc1c(C)cnc(Cn2cc(C#CCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3090
COc1c(C)cnc(Cn2cc(C#CCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3091
COc1c(C)cnc(Cn2cc(C#CCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3092
COc1c(C)cnc(Cn2cc(C#CCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3093
COc1c(C)cnc(Cn2cc(C#CCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3094
COc1c(C)cnc(Cn2cc(C#CCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3095
COc1c(C)cnc(Cn2cc(C#CCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3096
COc1c(C)cnc(Cn2cc(C#CCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3097
COc1c(C)cnc(Cn2cc(C#CCOCCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3098
COc1c(C)cnc(Cn2cc(C#CCOCCOCCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c3c(Cl)nc(N)nc32)c1C,3099
COc1cc(C(=O)NCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3100
COc1cc(C(=O)NCCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3101
COc1cc(C(=O)NCCCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3102
COc1cc(C(=O)NCCCCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3103
COc1cc(C(=O)NCCOCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3104
COc1cc(C(=O)NCCOCCOCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3105
COc1cc(C(=O)NCCOCCOCCOCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3106
COc1cc(C(=O)NCCOCCOCCOCCOCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3107
COc1cc(C(=O)NCCOCCOCCOCCOCCOCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3108
COc1cc(C(=O)NCCOCCOCCOCCOCCOCCOCC#Cc2cn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(Cl)c23)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,3109
Nc1nc(NCCNC(=O)CCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1ccc(-c2ccccc2)nn1,3144
Nc1nc(NCCNC(=O)CCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1ccc(-c2ccccc2)nn1,3145
Nc1nc(NCCNC(=O)CCCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1ccc(-c2ccccc2)nn1,3146
Nc1nc(NCCNC(=O)CCCCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1ccc(-c2ccccc2)nn1,3147
Nc1nc(NCCNC(=O)CCCCCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1ccc(-c2ccccc2)nn1,3148
Nc1nc(Nc2ccc(CNC(=O)CCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1ccc(-c2ccccc2)nn1,3149
Nc1nc(Nc2ccc(CNC(=O)CCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1ccc(-c2ccccc2)nn1,3150
Nc1nc(Nc2ccc(CNC(=O)CCCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1ccc(-c2ccccc2)nn1,3151
Nc1nc(Nc2ccc(CNC(=O)CCCCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1ccc(-c2ccccc2)nn1,3152
Nc1nc(Nc2ccc(CNC(=O)CCCCCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1ccc(-c2ccccc2)nn1,3153
Nc1nc(NCCNC(=O)CCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3154
Nc1nc(NCCNC(=O)CCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3155
Nc1nc(NCCNC(=O)CCCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3156
Nc1nc(NCCNC(=O)CCCCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3157
Nc1nc(NCCNC(=O)CCCCCCCNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3158
Nc1nc(Nc2ccc(CNC(=O)CCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3159
Nc1nc(Nc2ccc(CNC(=O)CCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3160
Nc1nc(Nc2ccc(CNC(=O)CCCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3161
Nc1nc(Nc2ccc(CNC(=O)CCCCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3162
Nc1nc(Nc2ccc(CNC(=O)CCCCCCCNc3cccc4c3CN(C3CCC(=O)NC3=O)C4=O)cc2)nn1-c1cc2c(nn1)-c1ccccc1CCC2,3163
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1ccccc1)C(=O)CCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3164
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1ccccc1)C(=O)CCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3165
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1ccccc1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3166
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1ccc(Cl)cc1)C(=O)CCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3167
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1ccc(Cl)cc1)C(=O)CCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3168
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1ccc(Cl)cc1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3169
CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(Cc1cc(F)c(F)c(F)c1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3177
CCNC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(Cc1cc(F)c(F)c(F)c1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3178
CC(C)(C)NC(=O)C(c1c(C(=O)NCC#Cc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)c(F)c(F)c1,3179
CC(C)(C)NC(=O)C(c1c(C(=O)NCCC#Cc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)c(F)c(F)c1,3180
CC(C)(C)NC(=O)C(c1c(C(=O)NCCCC#Cc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)c(F)c(F)c1,3181
CC(C)(C)NC(=O)C(c1c(C(=O)NCCCCC#Cc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)c(F)c(F)c1,3182
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(CC)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3193
CCN(C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)C(C(=O)NC(C)(C)C)c1ccc(Cl)cc1,3194
CC(C)(C)NC(=O)C(c1ccc(Cl)cc1)N(Cc1cc(F)c(F)c(F)c1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3195
CC(C)C(C(=O)NC(C)(C)C)N(Cc1cc(F)c(F)c(F)c1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3196
CC(C)(C)NC(=O)C(C1CCCCC1)N(Cc1cc(F)c(F)c(F)c1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3197
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1CN(Cc1cc(F)c(F)c(F)c1)C(=O)CCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,3198
O=C1CCC(N2Cc3c(C#CCCCCC(=O)N(Cc4ccc(Cl)cc4)Cc4cc(F)c(F)c(F)c4)cccc3C2=O)C(=O)N1,3199
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3201
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3202
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3203
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3204
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3205
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3206
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3207
O=C(CNc1ncnc2[nH]cc(C(=O)c3ccc(Oc4ccccc4)cc3Cl)c12)NCCOCCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3208
COc1cc(C2CCN(CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2N(C)S(C)(=O)=O)n1,3232
COc1cc(N2CCN(CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3234
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCCOc5cc6c7c(cccc7c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncn2)c1Cl,3241
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCCCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncn2)c1Cl,3242
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCCCCCOc5cc6c7c(cccc7c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncn2)c1Cl,3243
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCOCCOCCOc5cc6c7c(cccc7c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncn2)c1Cl,3244
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCOCCOCCOCCOc5cc6c7c(cccc7c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncn2)c1Cl,3245
CCC(=O)Nc1ccc(CN2C(=O)N(c3cc(OC)cc(OC)c3)Cc3cnc(Nc4ccc(N5CCN(CC(=O)NCCCOc6cc7c8c(cccc8c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)nc32)cc1,3246
CCC(=O)Nc1ccc(CN2C(=O)N(c3cc(OC)cc(OC)c3)Cc3cnc(Nc4ccc(N5CCN(CC(=O)NCCCCCOc6cc7c8c(cccc8c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)nc32)cc1,3247
CCC(=O)Nc1ccc(CN2C(=O)N(c3cc(OC)cc(OC)c3)Cc3cnc(Nc4ccc(N5CCN(CC(=O)NCCOCCOCCOc6cc7c8c(cccc8c6)C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)nc32)cc1,3248
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)cc3)ncn2)c1Cl,3249
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)cc3)ncn2)c1Cl,3253
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(C(=O)NCCOCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)cc3)ncn2)c1Cl,3254
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCCCCOc5cc(-c6scnc6C)ccc5[C@H](C)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@@H](NC(C)=O)C(C)(C)C)CC4)cc3)ncn2)c1Cl,3255
COc1cc(OC)c(Cl)c(NC(=O)N(C)c2cc(Nc3ccc(N4CCN(CC(=O)NCCCCCSC(C)(C)[C@@H](NC(C)=O)C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)CC4)cc3)ncn2)c1Cl,3256
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,3258
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCCCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,3259
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,3260
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,3261
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,3262
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2OC)ncc1C(F)(F)F,3263
O=C1CCC(N2C(=O)c3cccc(NCc4cn(CC(=O)Nc5ccc(-c6cc7ccc(O)cc7oc6=O)cc5)nn4)c3C2=O)C(=O)N1,3272
O=C1CCC(N2C(=O)c3cccc(NC(=O)CCc4cn(CC(=O)Nc5ccc(-c6cc7ccc(O)cc7oc6=O)cc5)nn4)c3C2=O)C(=O)N1,3273
O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCc4cn(CC(=O)Nc5ccc(-c6cc7ccc(O)cc7oc6=O)cc5)nn4)c3C2=O)C(=O)N1,3274
O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCCc4cn(CC(=O)Nc5ccc(-c6cc7ccc(O)cc7oc6=O)cc5)nn4)c3C2=O)C(=O)N1,3275
O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCCc4cn(CCC(=O)Nc5ccc(-c6cc7ccc(O)cc7oc6=O)cc5)nn4)c3C2=O)C(=O)N1,3276
O=C1CCC(N2C(=O)c3cccc(NC(=O)Cc4ccc(-n5cc(CCCC(=O)Nc6ccc(-c7cc8ccc(O)cc8oc7=O)cc6)nn5)cc4)c3C2=O)C(=O)N1,3277
O=C1CCC(N2C(=O)c3cccc(NCCCCC(=O)Nc4ccc(N5Cc6ccc(O)cc6OC5=O)cc4)c3C2=O)C(=O)N1,3278
O=C(CCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCc1ccc(N2Cc3ccc(O)cc3OC2=O)cc1,3279
O=C1CCC(N2C(=O)c3cccc(NCCCCCCC(=O)Nc4ccc(N5Cc6ccc(O)cc6OC5=O)cc4)c3C2=O)C(=O)N1,3280
O=C1CCC(N2C(=O)c3cccc(NCc4cn(CCC(=O)Nc5ccc(N6Cc7ccc(O)cc7OC6=O)cc5)nn4)c3C2=O)C(=O)N1,3281
O=C1CCC(N2C(=O)c3cccc(NC(=O)CCCc4cn(CCC(=O)Nc5ccc(N6Cc7ccc(O)cc7OC6=O)cc5)nn4)c3C2=O)C(=O)N1,3282
O=C(Cc1ccc(N2Cc3ccc(O)cc3OC2=O)cc1)NCc1cn(-c2ccc(CC(=O)Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)nn1,3283
O=C1CCC(N2C(=O)c3cccc(NCCCCCCCCCC(=O)Nc4ccc(N5Cc6ccc(O)cc6OC5=O)cc4)c3C2=O)C(=O)N1,3284
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3285
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3286
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3287
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3288
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3289
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3290
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCCCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3291
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3292
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3293
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3294
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3295
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3296
COc1ncc(-c2ccc3ncc(-c4nnc(-c5ccccc5C(=O)NCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)o4)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3297
CC(C)c1ccc(/C=C2\SC(=S)N(CCCCCCCCNC(=O)c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)C2=O)cc1,3316
