PROTAC SMILES,PROTAC ID,POI Ligand SMILES with direction,E3 Binder SMILES with direction,Linker SMILES with direction,POI Ligand SMILES,E3 Binder SMILES,Linker SMILES,POI Ligand ID,E3 Binder ID,Linker ID,Notes
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCOc2ccccc2-c2ccc3nc(-c4cccnc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)C(C)(C)C)cc1,2542,Nc1ncccc1-c1nc2ccc(-c3ccccc3[*:1])nc2n1-c1ccc(C2(N)CCC2)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N[*:2])C(C)(C)C)cc1,O=C(CCCCO[*:1])[*:2],Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,O=CCCCCO,375.0,0.0,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1cnc(Nc2ccc(N3CCN(CCOCCOCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2543,Cc1cnc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CO[*:2])NCCOCCOC[*:1],Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,COCCOCCNC(=O)CO,353.0,5.0,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCN(CCCCCCNC(=O)COc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)c4)nc23)cc1,2544,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCN([*:1])CC5)c4)nc23)cc1,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CO[*:2])NCCCCCC[*:1],CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCNCC5)c4)nc23)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCCCNC(=O)CO,367.0,5.0,342.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1cnc(Nc2ccc(N3CCN(CCOCCOCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2545,Cc1cnc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N[*:2])C(C)(C)C)cc1,O=C(CCOCCOC[*:1])[*:2],Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,COCCOCCC=O,353.0,0.0,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1cnc(Nc2ccc(N3CCN(CCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)c4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2546,Cc1cnc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N[*:2])C(C)(C)C)cc1,O=C(CCCCC[*:1])[*:2],Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,CCCCCC=O,353.0,0.0,85.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCN2CCN(c3cccc(Nc4nc5c(-c6ccc(S(C)(=O)=O)cc6)cccn5n4)c3)CC2)C(C)(C)C)cc1,2547,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCN([*:1])CC5)c4)nc23)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N[*:2])C(C)(C)C)cc1,O=C(CCCCCC[*:1])[*:2],CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCNCC5)c4)nc23)cc1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,CCCCCCC=O,367.0,0.0,156.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCNC(=O)CNc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)ncc1Cl,2549,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)ncc1Cl,O=C1CCC(N2C(=O)c3ccc(NCC(=O)[*:2])cc3C2=O)C(=O)N1,C(COCCOC[*:1])N[*:2],CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,O=CCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,COCCOCCN,12.0,,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
O=C1CCC(N2C(=O)c3cccc(NCCCCCCCCN4CCC(NC(=O)c5[nH]ncc5NC(=O)c5c(Cl)cccc5Cl)CC4)c3C2=O)C(=O)N1,2551,O=C(NC1CCN([*:1])CC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl,O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,C(CCCC[*:2])CCC[*:1],O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CCCCCCCC,216.0,1.0,31.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CS(=O)(=O)Nc1cccc(-c2csc3cnc(Nc4ccc(N5CCN(CCOCCOCCOc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)cc4)nc23)c1,2552,CS(=O)(=O)Nc1cccc(-c2csc3cnc(Nc4ccc(N5CCN(CC[*:1])CC5)cc4)nc23)c1,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(CO[*:1])OCCO[*:2],CCN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(C)(=O)=O)c5)c4n3)cc2)CC1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,OCCOCCO,336.0,5.0,1008.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCN2CCN(c3ccc(Nc4ncc5scc(-c6cccc(NS(C)(=O)=O)c6)c5n4)cc3)CC2)C(C)(C)C)cc1,2553,CS(=O)(=O)Nc1cccc(-c2csc3cnc(Nc4ccc(N5CCN(CC[*:1])CC5)cc4)nc23)c1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N[*:2])C(C)(C)C)cc1,O=C(CCC[*:1])[*:2],CCN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(C)(=O)=O)c5)c4n3)cc2)CC1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,CCCC=O,336.0,0.0,1101.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCCOCCOCCOCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,2555,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C[*:1])CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CO[*:2])NCCOCCOCCOCC[*:1],Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCNC(=O)CO,323.0,5.0,123.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
N#CCc1ccc(Nc2nc(NCCCNC(=O)CCCCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc(Nc3cc(C4CC4)n[nH]3)n2)cc1,2556,N#CCc1ccc(Nc2nc(NC[*:1])cc(Nc3cc(C4CC4)n[nH]3)n2)cc1,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CCCCCCNC(=O)CO[*:2])NCC[*:1],CNc1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc(CC#N)cc2)n1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCNC(=O)CCCCCCNC(=O)CO,,5.0,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCNC(=O)CCCCCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)nc21,2557,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN[*:1])cc3)nc21,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CO[*:2])NCCCCCCC(=O)[*:1],Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=CCCCCCCNC(=O)CO,362.0,5.0,1079.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
O=C(CCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOc1ccc(Nc2ncc3ccc(=O)n(C4CC5CCC4C5)c3n2)cc1,2558,O=c1ccc2cnc(Nc3ccc([*:1])cc3)nc2n1C1CC2CCC1C2,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CCCCCCNC(=O)CO[*:2])NCCO[*:1],O=c1ccc2cnc(Nc3ccccc3)nc2n1C1CC2CCC1C2,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C(CO)NCCCCCCC(=O)NCCO,381.0,5.0,1080.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)ncc1Cl,2560,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)ncc1Cl,O=C1CCC(N2C(=O)c3cccc(NCC(=O)[*:2])c3C2=O)C(=O)N1,C(COCCOCCOC[*:1])N[*:2],CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,O=CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,COCCOCCOCCN,12.0,,501.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CNc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)ncc1Cl,2561,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)ncc1Cl,O=C1CCC(N2C(=O)c3ccc(NCC(=O)[*:2])cc3C2=O)C(=O)N1,C(COCCOCCOC[*:1])N[*:2],CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,O=CCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,COCCOCCOCCN,12.0,,501.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)ncc1Cl,2562,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)ncc1Cl,O=C1CCC(N2C(=O)c3cccc(NCC(=O)[*:2])c3C2=O)C(=O)N1,C(COC[*:1])N[*:2],CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,O=CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,COCCN,12.0,,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCNC(=O)CNc4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)ncc1Cl,2563,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C[*:1])CC3)cc2)ncc1Cl,O=C1CCC(N2C(=O)c3ccc(NCC(=O)[*:2])cc3C2=O)C(=O)N1,C(COC[*:1])N[*:2],CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,O=CCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,COCCN,12.0,,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCOCCOCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,2564,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C[*:1])CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,O=C1CCC(N2C(=O)c3cccc(NCC(=O)[*:2])c3C2=O)C(=O)N1,C(COCCOC[*:1])N[*:2],Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,O=CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,COCCOCCN,323.0,,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(C(=O)NCCOCCOCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)c3)cc2F)n(-c2ccc3ncccc3c2)n1,2565,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(C(=O)[*:1])c3)cc2F)n(-c2ccc3ncccc3c2)n1,O=C1CCC(N2C(=O)c3cccc(NCC(=O)[*:2])c3C2=O)C(=O)N1,C(COCCOCCN[*:2])N[*:1],CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(C=O)c3)cc2F)n(-c2ccc3ncccc3c2)n1,O=CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,NCCOCCOCCN,,,1738.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Nc1ncc(-c2ccc(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)cc2F)cc1-c1ccc2c(c1)CCNC2=O,2568,Nc1ncc(-c2ccc(S(=O)(=O)N(C3CC3)[*:1])cc2F)cc1-c1ccc2c(c1)CCNC2=O,O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,O=C(CCOCCOCCOCCOCCOCC[*:2])NCCC[*:1],Nc1ncc(-c2ccc(S(=O)(=O)NC3CC3)cc2F)cc1-c1ccc2c(c1)CCNC2=O,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CCCNC(=O)CCOCCOCCOCCOCCOCC,393.0,1.0,996.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCOCCN2CCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)CC2)C(C)(C)C)cc1,2570,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN([*:1])CC3)s2)o1,Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](N[*:2])C(C)(C)C)cc1,O=C(CCOCCOCCOCC[*:1])[*:2],CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,CCOCCOCCOCCC=O,37.0,,805.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CCc1cc2c(cc1N1CCC(N3CCN(CCCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2595,CCc1cc2c(cc1N1CCC([*:1])CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,O=C1CCC(N2Cc3c(cccc3[*:2])C2=O)C(=O)N1,C(#C[*:2])CCCCCN1CCN([*:1])CC1,CCc1cc2c(cc1N1CCCCC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,C#CCCCCCN1CCNCC1,,,2230.0,Obtained from non-mapped E3 and mapped Linker found in the dictionaries. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CCc1cc2c(cc1N1CCC(N3CCN(CCCCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2596,CCc1cc2c(cc1[*:1])C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,O=C1CCC(N2Cc3c(cccc3[*:2])C2=O)C(=O)N1,C(#C[*:2])CCCCCCN1CCN(C2CCN([*:1])CC2)CC1,CCc1ccc2c(c1)C(=O)c1c([nH]c3cc(C#N)ccc13)C2(C)C,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,C#CCCCCCCN1CCN(C2CCNCC2)CC1,,,2260.0,Obtained from non-mapped E3 and mapped Linker found in the dictionaries. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
O=C(CN1CCC(SCc2nc3cc(NC4CCCC4)cc(F)c3c(=O)[nH]2)CC1)NCCCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,2618,O=C(CN1CCC(SCc2nc3cc(NC4CCCC4)cc(F)c3c(=O)[nH]2)CC1)[*:1],O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,C(CCC[*:2])CCN[*:1],O=CCN1CCC(SCc2nc3cc(NC4CCCC4)cc(F)c3c(=O)[nH]2)CC1,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CCCCCCN,,1.0,173.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC(C)S(=O)(=O)c1ccccc1Nc1nc(N[C@@H]2CCCN(CCCCCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)ncc1Cl,2626,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N[C@@H]2CCCN([*:1])C2)ncc1Cl,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CO[*:2])NCCCCCCC[*:1],CC(C)S(=O)(=O)c1ccccc1Nc1nc(N[C@@H]2CCCNC2)ncc1Cl,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCCCCNC(=O)CO,401.0,5.0,1060.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
CC1(C)[C@H](NC(=O)c2ccc(OCC(=O)NCCCOCCOCCOCCCN(C(=O)CCl)C(C(=O)NCc3ccccc3)c3ccc(Cl)c(Cl)c3)cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,2629,CC1(C)[C@H](NC(=O)c2ccc([*:1])cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,O=C(CCl)[*:2],O=C(CO[*:1])NCCCOCCOCCOCCCN(C(C(=O)NCc1ccccc1)c1ccc(Cl)c(Cl)c1)[*:2],CC1(C)[C@H](NC(=O)c2ccccc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,O=CCCl,O=C(CO)NCCCOCCOCCOCCCNC(C(=O)NCc1ccccc1)c1ccc(Cl)c(Cl)c1,46.0,,,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Nc1c(-c2nc3cc(N4CCN(CCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,2633,Nc1c(-c2nc3cc(N4CCN(C[*:1])CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,O=C(C[*:1])[*:2],CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CC=O,,1.0,2023.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Nc1c(-c2nc3cc(N4CCN(CCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,2634,Nc1c(-c2nc3cc(N4CCN(C[*:1])CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,O=C(CC[*:1])[*:2],CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CCC=O,,1.0,1100.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Nc1c(-c2nc3cc(N4CCN(CCCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,2635,Nc1c(-c2nc3cc(N4CCN(C[*:1])CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,O=C(CCC[*:1])[*:2],CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CCCC=O,,1.0,1101.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
Nc1c(-c2nc3cc(N4CCN(CCCCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,2636,Nc1c(-c2nc3cc(N4CCN(C[*:1])CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,O=C1CCC(N2C(=O)c3cccc(N[*:2])c3C2=O)C(=O)N1,O=C(CCCC[*:1])[*:2],CN1CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CCCCC=O,,1.0,299.0,Obtained from non-mapped POI and E3 found in dictionaries and both matching. (max_iter_on_linkers=0) (map_with_substr_and_linker_matching=False) (step=0)
