PROTAC SMILES,PROTAC ID
CN(C)C(=O)c1cn(C2CCCC2)c2nc(Nc3ccc(C(=O)NCCOCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)ncc12,2601
CN(C)C(=O)c1cn(C2CCCC2)c2nc(Nc3ccc(C(=O)NCCOCCOCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)ncc12,734
CN(C)C(=O)c1cn(C2CCCC2)c2nc(Nc3ccc(C(=O)NCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)ncc12,405
CN(C)C(=O)c1cn(C2CCCC2)c2nc(Nc3ccc(C(=O)NCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)ncc12,3031
CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCN(C(=O)CCOCCOCCOCCOCCNc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)C1,735
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,53
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,455
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,1236
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCCCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,711
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCOCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,1649
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCOCCOCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,2937
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCOCCOCCOCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,467
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NCCOCCOCCOCCOCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,1669
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)COCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc1,2747
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)COCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc1,1526
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)COCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)cc1,1098
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)cc2)cc1,815
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)cc2)cc1,74
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)cc2)cc1,1453
CCCNNC(=O)c1ccc(-c2ccc(NC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)cc2)cc1,1013
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCCOCCOCCOCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1052
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1300
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,276
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCOCCOCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,3305
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCOCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,2471
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,957
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)NCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,3335
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(C(=O)CCOCCOCCOCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc32)c1F,3343
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(C(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc32)c1F,2330
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(C(=O)CCC(=O)NCCCOCCOCCOCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc32)c1F,756
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCC(=O)N2CCC(c3nc(-c4cccc(NS(=O)(=O)c5c(F)cccc5F)c4F)c(-c4ccnc(N)n4)s3)CC2)C(C)(C)C)cc1,3367
Nc1nccc(-c2sc(C3CCN(C(=O)CCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)nc2-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)n1,2782
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(CC5CN(C(=O)CCOCCOCCOCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)C5)CC4)ccc32)c1F,2086
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(CC(=O)NCCCOCCCCOCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc32)c1F,1070
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(C(=O)CCOCCOCCn5cc(COCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)nn5)CC4)ccc32)c1F,2003
CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(C(=O)CCOCCOCCOCCOCC#Cc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)ccc32)c1F,763
CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCCOCCOC(=O)N3CCC[C@@H](n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,1371
CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCc3cnc(COC(=O)N4CCC[C@@H](n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cn3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,2968
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(N5CCN(CC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCc6ccc(-c7scnc7C)cc6)C(C)(C)C)CC5)cc4)cc23)c1F,2665
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cc4)cc23)c1F,2234
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cc4)cc23)c1F,90
CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)CCCN(C)CCCNC(=O)CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,2839
CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C(C#N)=C/C(C)(C)N(C)CCCNC(=O)CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1278
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1ccccc1OCC(=O)NCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C)c1cc(OC)c(OC)c(OC)c1,95
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1ccccc1OCC(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C)c1cc(OC)c(OC)c(OC)c1,3144
O=C1CCC(N2Cc3c(NC(=O)CCCCCCCNC(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)cccc3C2=O)C(=O)N1,1561
O=C1CCC(N2Cc3c(NC(=O)CCCCCCCCCCNC(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)cccc3C2=O)C(=O)N1,2455
O=C1CCC(N2Cc3c(NC(=O)CCCCCCCCCCCNC(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)cccc3C2=O)C(=O)N1,1657
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCNC(=O)COc2c(-c3csc(N4CCOCC4)n3)ccc(F)c2F)C(C)(C)C)cc1,3386
N#Cc1cccc(-c2c[nH]c3ncnc(N4CCN(C(=O)CCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)c23)c1,1978
CCNc1nc(Nc2cc(F)c(C(=O)NCC3CCN(C(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1C(F)(F)F,2230
CCNc1nc(Nc2cc(F)c(C(=O)NCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2OC)ncc1C(F)(F)F,1426
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCCCCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1C(F)(F)F,2327
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCOCCOCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1C(F)(F)F,3504
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCCCCCCCNC(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1C(F)(F)F,2765
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCN(CCCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1C(F)(F)F,837
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)CC3)nc2)N1CC(C)(C)F,1877
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(OCCN4CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)CC3)nc2)N1CC(C)(C)F,1227
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCCCCN3CCN(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)cc2F)N1CC(C)(C)F,1884
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CN4CCN(CC5CCN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)CC3)nc2)N1CC(C)(C)F,3029
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC4(CCN(CCC5CCN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)CC4)CC3)nc2)N1CC(C)(C)F,1546
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCC5(CC4)CCN(c4ccc6c(c4)CN(C4CCC(=O)NC4=O)C6=O)CC5)CC3)nc2)N1CC(C)(C)F,969
COc1cc(N2CCN(CCC3CCN(c4ncc([C@@H]5c6[nH]c7ccccc7c6C[C@@H](C)N5CC(C)(C)F)cn4)CC3)CC2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,147
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CN4CCOC5(CC4)CCN(c4ccc6c(c4)CN(C4CCC(=O)NC4=O)C6=O)CC5)CC3)nc2)N1CC(C)(C)F,5
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCOC5(CC4)CCN(c4ccc6c(c4)CN(C4CCC(=O)NC4=O)C6=O)CC5)CC3)nc2)N1CC(C)(C)F,1381
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC4(CC3)CC(CN3CC5(CCN(c6ccc7c(c6)CN(C6CCC(=O)NC6=O)C7=O)CC5)C3)C4)nc2)N1CC(C)(C)F,2686
COc1cc(N2CCN(CC3CCN(c4ncc([C@@H]5c6[nH]c7ccccc7c6C[C@@H](C)N5CC(C)(C)F)cn4)CC3)CC2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,409
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(OC3CCC4(CC3)CCN(CC3CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC3)CC4)nc2)N1CC(C)(C)F,471
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCC(=O)N2CC[C@H](NC3=Nc4cc(F)ccc4N(CC(F)F)c4ccc(Cl)cc43)C2)C(C)(C)C)cc1,3063
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)NCCCOCCOCCOCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)n1,150
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc(N4CCN(Cc5cn(CCCCCOc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)nn5)CC4)nc3)nc2N(C)C1=O,2591
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc(N4CCN(CCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)nc3)nc2N(C)C1=O,168
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc(N4CCN(CCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)nc3)nc2N(C)C1=O,2108
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc(N4CCN(CCCCCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)nc3)nc2N(C)C1=O,561
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc(N4CCN(CCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)nc3)nc2N(C)C1=O,2438
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(Nc3ccc(N4CCN(CCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)N[C@@H](C)c5ccc(-c6scnc6C)cc5)C(C)(C)C)CC4)nc3)nc2N(C)C1=O,656
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCCCCn3cc(CN4CCN(c5ccc(Nc6ncc7c(n6)N(C)C(=O)N(c6cc(NC(=O)c8cccc(C(F)(F)F)c8)ccc6C)C7)cn5)CC4)nn3)c2)cs1)C1CCCCC1,272
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NCCCCCCCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)cc4)cc23)c1F,1261
Cc1ccc(NC(=O)c2ccc(CN3CCN(C(=O)CCC(=O)NCCCCCCCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,2530
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCCNC[C@@H](C(=O)N2CCN(c3ncnc4c3[C@H](C)CC4)CC2)c2ccc(Cl)cc2)C(C)(C)C)cc1,2409
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCCCCCCCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)c4ccc(Cl)cc4)CC3)c21,3317
CNc1cc(Nc2cc(C)cc(OCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)c2)nn2c(C(N)=O)cnc12,2504
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCc2ccc(Nc3ncc4c(n3)-c3ccccc3NC(=O)N4)cc2)C(C)(C)C)cc1,1213
CCc1cnn2c(N(Cc3ccc(N)nc3)C(=O)CCOCCOCCOCCNC(=O)CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)cc(N3CCCC[C@H]3CCO)nc12,3223
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@H](N2CCN(CCOCCNC(=O)CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)CC1,739
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@H](N2CCN(CCCCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)CC1,2441
O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3cc(-c4c[nH]c5ccccc45)ncn3)c2)cc1,3623
Nc1ncc(-c2ccc(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)cc2)cc1-c1ccc2c(c1)CCNC2=O,888
CN1c2ccccc2C(=O)Nc2cnc(Nc3ccc(N4CCN(C(=O)CCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3)nc21,3624
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,182
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCOCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,720
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1816
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1562
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2109
CCc1cc2c(cc1N1CCN(C(=O)CCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,3370
CCc1cc2c(cc1N1CCN(C(=O)CCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,600
CCc1cc2c(cc1N1CCC(NC(=O)CCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,3176
CCc1cc2c(cc1N1CCC(NC(=O)CCOCCOCCOCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,933
CCc1cc2c(cc1N1CCN(C(=O)CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,3603
CCc1cc2c(cc1N1CCN(C(=O)CCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1142
CCc1cc2c(cc1N1CCN(C(=O)CCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2287
CCc1cc2c(cc1N1CCC(NC(=O)CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,215
CCc1cc2c(cc1N1CCC(NC(=O)CCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1832
CCc1cc2c(cc1N1CCC(NC(=O)CCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1810
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1536
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,132
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1206
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,487
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,199
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCCNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2792
CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCCCCCNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,233
CCc1cc2c(cc1N1CCC(N3CCN(CCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2757
CCc1cc2c(cc1N1CCC(N3CCN(CCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2797
CCc1cc2c(cc1N1CCC(N3CCN(CCCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,340
CCc1cc2c(cc1N1CCC(N3CCN(CCCCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,387
CCc1cc2c(cc1N1CCC(N3CCN(CCCCCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1060
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,2064
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C(=O)CCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,393
