PROTAC SMILES,POI Ligand SMILES with direction,E3 Binder SMILES with direction,Linker SMILES with direction,POI Ligand SMILES,E3 Binder SMILES,Linker SMILES,PROTAC ID,POI Ligand ID,E3 Binder ID,Linker ID,Notes
CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4cc(OCCCCC(=O)N5CCN(CC[C@H](CSc6ccccc6)Nc6ccc(S(=O)(=O)NC(=O)c7ccc(N8CCN(CC9=C(c%10ccc(Cl)cc%10)CCC(C)(C)C9)CC8)cc7)cc6S(=O)(=O)C(F)(F)F)CC5)ccc43)N2C1=O,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCN([*:1])CC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4cc([*:2])ccc43)N2C1=O,O=C(CCCCO[*:2])[*:1],CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCNCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,O=CCCCCO,a0f58a321a4588c7e604afa3c8c61df9968e933df7b9e5908aad4eb2c366c0b9,f1e9dd035850e3d9ea9d963e8e56e35727c1f3f5d13e8ce6251c005aa60b9123,2b6596c74d049bea4081179b840774fdf42398a5a1f4aaefab3a9b9d126c9e72,332504e4ad62e9fe46b57568a3153d80d83380959b751a34c270574e9a166698,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4cc(OCCCCCC(=O)N5CCN(CC[C@H](CSc6ccccc6)Nc6ccc(S(=O)(=O)NC(=O)c7ccc(N8CCN(CC9=C(c%10ccc(Cl)cc%10)CCC(C)(C)C9)CC8)cc7)cc6S(=O)(=O)C(F)(F)F)CC5)ccc43)N2C1=O,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCN([*:1])CC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4cc([*:2])ccc43)N2C1=O,O=C(CCCCCO[*:2])[*:1],CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCNCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,O=CCCCCCO,2db48e5519f75ab90229dbd02a92ab8fb9b0310607d770db3975b7fb86a8a623,f1e9dd035850e3d9ea9d963e8e56e35727c1f3f5d13e8ce6251c005aa60b9123,2b6596c74d049bea4081179b840774fdf42398a5a1f4aaefab3a9b9d126c9e72,bdee27a05e9511c20de68e4f010b0ab22f94d6a24208011b8453e5a2abe44c33,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4cc(OCCCCCCC(=O)N5CCN(CC[C@H](CSc6ccccc6)Nc6ccc(S(=O)(=O)NC(=O)c7ccc(N8CCN(CC9=C(c%10ccc(Cl)cc%10)CCC(C)(C)C9)CC8)cc7)cc6S(=O)(=O)C(F)(F)F)CC5)ccc43)N2C1=O,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCN([*:1])CC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4cc([*:2])ccc43)N2C1=O,O=C(CCCCCCO[*:2])[*:1],CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCNCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CN[C@@H](C)C(=O)N[C@H]1CCO[C@H]2CC(C)(C)[C@@H](C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,O=CCCCCCCO,43a59687de1b86ca9d30b305906a995417c4575ec160a13dd0968ae25c9cc4a1,f1e9dd035850e3d9ea9d963e8e56e35727c1f3f5d13e8ce6251c005aa60b9123,2b6596c74d049bea4081179b840774fdf42398a5a1f4aaefab3a9b9d126c9e72,160d7698bafb5087b1b926a7e2034b46d2e87bc9ddfec7e8478c66bbac0361d4,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCc1cn(CCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCN)nn1,1f8fa74b3353c3c39f2b3272c3ed620997d1f2e9ba67bf23e3c6f67b3bbc74d6,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,0713cc2ace937e938b18f8e25347a930311ae4f155d6823798180d0c05169926,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCc1cn(CCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCOCCN)nn1,4fa47f2d39b24577c84d627f9c307800600a27ca07a7f059941f4ffbb55f612e,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,348c31f2eaef45a41681e67348ceb4510dd317cd427215d1ab6836cb7f6aba97,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCc1cn(CCOCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCOCCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCOCCOCCN)nn1,bbd14bbe04a62f4695393b4b8729412c40400ae4d7bff3a65e8cf29631731b9a,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,2b9559620085b68df0359c76472caecfe8ab0a2bf54f75268ecf3808b3f12e33,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCc1cn(CCOCCOCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCOCCOCCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCOCCOCCOCCN)nn1,3cafee13c4391c2a42338dd3b315ed243385dae14d792ad8a834c878790a5d86,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,f43c07b525762a5f1692c05731393a0c101672d4802b15f9bb45346c75e26539,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCc1cn(CCOCCOCCOCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCOCCOCCOCCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCOCCOCCOCCOCCN)nn1,9ea103291f165ace6b2bec69930a7c5c4af489eeeffc18636eb53d08d0b2a681,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,50d965f91e160368bf1bf6d041673c9bae6530e77c3a1e0e4c73eaeac68749b2,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCC(=O)NCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CCCC[*:1])NCCOCCOCCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCC(=O)NCCOCCOCCOCCN,6fcc04f5df67d61694f03afd276dd3a93dbfa5d7664af193a7886a996eae575c,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,7def941ec0c844d037d9f391b8c63dfa3c7d1bd6bdadd9e12727d9a72489f105,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCCCCC(=O)NCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,O=C(CCCCC[*:1])NCCOCCOCCOCCN[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCCC(=O)NCCOCCOCCOCCN,aa2e803096a8e15c0706163bab66080dfd5bf91d5295ef03fed4746300ef9e5e,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,6c2dd20c52592f3cc49ad30da0c0d7f626eed5dc7bc4e10ebe2ecc2c09060f39,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CNCc1ccc(-c2c3c4c(cc(F)cc4n2CCCCc2cn(CCOCCOCCOCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nn2)C(=O)NCC3)cc1,CNCc1ccc(-c2c3c4c(cc(F)cc4n2[*:1])C(=O)NCC3)cc1,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCOCCOCCCN[*:2],CNCc1ccc(-c2nc3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCOCCOCCCN)nn1,54514eed288367290d3705ab51379746796e756f4baba49c6a7deac26e0a9111,88b7f0b77aedbdb15724a70398a270d9fd18c977d7811e8fdbc3ca9f5c061d5a,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,935aa34167e4324984fb575808b24f54bfbb4cf4a75a1c552ae820fad3797f2b,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CNCc1ccc(-c2c3c4c(cc(F)cc4n2CCCCc2cn(CCOCCOCCOCCOCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nn2)C(=O)NCC3)cc1,CNCc1ccc(-c2c3c4c(cc(F)cc4n2[*:1])C(=O)NCC3)cc1,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,c1c(CCCC[*:1])nnn1CCOCCOCCOCCOCCCN[*:2],CNCc1ccc(-c2nc3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCCCc1cn(CCOCCOCCOCCOCCCN)nn1,df4d6c79ee1db5ec5fa50c651716de38b4db24f0aaca47a7a7cd110389d08fd3,88b7f0b77aedbdb15724a70398a270d9fd18c977d7811e8fdbc3ca9f5c061d5a,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,2a036d8cdbdaa4728f3ca87e6d5d00ec101f2daa7b23c8350c2ded01163823a5,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCC[*:1])N[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCN,47e513deb8b13735941deab67708e3eb3894455b5918c47d3b25223c56821fc2,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,79211a8d94d8b053341fa71e8e8788cef53c91b010d3ce1415dea57d59a86785,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCCOCC[*:1])N[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCOCCN,66f1632b449fc6c5d148f3beb1e1b798b38a5224ed1f75a3a4b38bec437d87ef,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,b00489f448065c3c919ca03c29d5e1e261340d0a9974d468f7a901d9d47d8ba0,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCCOCCOCC[*:1])N[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCOCCOCCN,c960c404063dbf1eaa7045070429426f2504b4d7b0ee23a1b0bc1425940dad07,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,f91a0fdfe723df6d7395fc5237ad0666fdd6461f16fbd5fc7bf6259d63d74213,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
CN(CCOCCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,CN(Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1)[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCCOCCOCCOCC[*:1])N[*:2],CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCOCCOCCOCCN,26c2f431a4a600fc85e8c38d684db306896218a5a86d76133cc0b24bbbe95935,c2154329363e7e92a475634d9045dd957ccea95beec8aafab2617616e139bc8e,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,9663e5dd063cdbd1e73f940f82d7fbc13349b505c0fb2527be817eae17163385,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1CCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCC[*:1])N[*:2],C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCN,811bfe150f1daf6c59ccecbc5d05009665a87447d9ec840e129862c748a51f05,b6b9eed086eb740bf41847abbffa373023dd9c4f5e282a8f4f55a37ed5f7b9f2,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,79211a8d94d8b053341fa71e8e8788cef53c91b010d3ce1415dea57d59a86785,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1CCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCCOCC[*:1])N[*:2],C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCOCCN,4b1a9bb69308b06d35493768740c12496b13c0e2852bc2a8ec4a3e55c1afc583,b6b9eed086eb740bf41847abbffa373023dd9c4f5e282a8f4f55a37ed5f7b9f2,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,b00489f448065c3c919ca03c29d5e1e261340d0a9974d468f7a901d9d47d8ba0,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1CCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCCOCCOCC[*:1])N[*:2],C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCOCCOCCN,1735fa0b178b054f6aa6b4ab5771603d1c012968efaea5de3c48798001fa5488,b6b9eed086eb740bf41847abbffa373023dd9c4f5e282a8f4f55a37ed5f7b9f2,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,f91a0fdfe723df6d7395fc5237ad0666fdd6461f16fbd5fc7bf6259d63d74213,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1CCOCCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1[*:1],O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCCOCCOCCOCC[*:1])N[*:2],C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCOCCOCCOCCN,322787f1766f798f66c16e404f7955b3f1c6e440f7399f33dc41e8a5cfa85c87,b6b9eed086eb740bf41847abbffa373023dd9c4f5e282a8f4f55a37ed5f7b9f2,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,9663e5dd063cdbd1e73f940f82d7fbc13349b505c0fb2527be817eae17163385,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCN(CCOCCOCCOCCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)cc3)nc12,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCN([*:1])C4)cc3)nc12,O=C1CCC(N2C(=O)c3cccc([*:2])c3C2=O)C(=O)N1,C(COCCOCCOCCOCC[*:1])N[*:2],NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CCOCCOCCOCCOCCN,9909751ecee4a795463813e75098e1baee8392b54729ef94d328aa5cc0f9bfa0,25149d0336c9bd6b8ee364dc113261d9495dbac099bb4a4b96fb91e503ddba21,c73c9c28ffb34a4d5231a400cd1fe3b0c2b242c7c9ffc77163e4f78dca41fac7,79211a8d94d8b053341fa71e8e8788cef53c91b010d3ce1415dea57d59a86785,(max_iter_on_linkers=0)(map_with_substr_and_linker_matching=False)(morgan_radius=2)(morgan_fp_size=2048)(matching_poi=True)(matching_e3=True)(matching_linker=None)(amide_bonds_fixed=False)(ester_bonds_fixed=False)(step=0)
